code_module,code_presentation,id_student,module_presentation_length,boundary_day,total_clicks,active_vle_days,vle_event_count,distinct_vle_sites,first_vle_day,last_vle_day,vle_span_days,early_assessments_submitted,mean_early_score,median_early_score,max_early_score,mean_submission_delay,late_early_submissions,early_assessment_attempts,early_assessments_available,assessment_submission_rate,final_result,feature_boundary_day,at_risk,target_exclusion_reason
FFF,2013J,2683857,268,67,1186.0,33.0,287.0,68.0,-14.0,65.0,79.0,2.0,72.0,72.0,72.0,-0.5,0.0,2.0,2.0,1.0,Withdrawn,67,1,
FFF,2013J,2686536,268,67,1792.0,33.0,314.0,83.0,-11.0,65.0,76.0,2.0,83.0,83.0,92.0,-9.5,0.0,2.0,2.0,1.0,Pass,67,0,
FFF,2013J,2686609,268,67,1309.0,38.0,325.0,67.0,-16.0,67.0,83.0,2.0,73.0,73.0,78.0,-1.0,0.0,2.0,2.0,1.0,Pass,67,0,
FFF,2013J,2687045,268,67,1732.0,53.0,371.0,76.0,-18.0,64.0,82.0,2.0,54.0,54.0,56.0,-34.0,0.0,2.0,2.0,1.0,Withdrawn,67,1,
FFF,2013J,2687176,268,67,1028.0,33.0,259.0,73.0,-15.0,64.0,79.0,2.0,66.0,66.0,74.0,1.0,1.0,2.0,2.0,1.0,Fail,67,1,
FFF,2013J,2687989,268,67,1379.0,28.0,262.0,69.0,-17.0,58.0,75.0,2.0,89.0,89.0,96.0,-9.5,1.0,2.0,2.0,1.0,Pass,67,0,
FFF,2013J,2688202,268,67,173.0,7.0,64.0,30.0,-5.0,64.0,69.0,1.0,86.0,86.0,86.0,0.0,0.0,1.0,2.0,0.5,Withdrawn,67,1,
FFF,2013J,2692632,268,67,606.0,24.0,193.0,54.0,-6.0,47.0,53.0,2.0,69.0,69.0,80.0,0.0,0.0,2.0,2.0,1.0,Withdrawn,67,1,
FFF,2013J,2694680,268,67,48.0,12.0,22.0,11.0,-18.0,30.0,48.0,2.0,93.0,93.0,94.0,-34.0,0.0,2.0,2.0,1.0,Fail,67,1,
FFF,2013J,2697608,268,67,26.0,3.0,13.0,11.0,-17.0,10.0,27.0,,,,,,,,2.0,0.0,Withdrawn,67,1,
FFF,2013J,2697921,268,67,612.0,29.0,185.0,55.0,-17.0,66.0,83.0,2.0,62.0,62.0,80.0,0.0,0.0,2.0,2.0,1.0,Fail,67,1,
FFF,2013J,2698125,268,67,307.0,15.0,82.0,32.0,-17.0,47.0,64.0,2.0,79.0,79.0,80.0,2.0,1.0,2.0,2.0,1.0,Pass,67,0,
FFF,2014B,26211,241,60,5132.0,73.0,802.0,104.0,-18.0,60.0,78.0,2.0,84.0,84.0,84.0,-2.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,26269,241,60,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,27189,241,60,406.0,16.0,116.0,43.0,4.0,56.0,52.0,2.0,50.0,50.0,52.0,0.0,0.0,2.0,2.0,1.0,Fail,60,1,
FFF,2014B,27683,241,60,661.0,24.0,152.0,61.0,-6.0,59.0,65.0,2.0,71.0,71.0,78.0,0.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,28808,241,60,222.0,17.0,104.0,34.0,-18.0,60.0,78.0,2.0,70.0,70.0,80.0,0.0,0.0,2.0,2.0,1.0,Fail,60,1,
FFF,2014B,28897,241,60,1128.0,45.0,259.0,71.0,-18.0,59.0,77.0,2.0,85.0,85.0,86.0,-2.0,0.0,2.0,2.0,1.0,Distinction,60,0,
FFF,2014B,30531,241,60,1365.0,46.0,314.0,60.0,-16.0,58.0,74.0,1.0,88.0,88.0,88.0,-3.0,0.0,1.0,2.0,0.5,Fail,60,1,
FFF,2014B,33600,241,60,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,34293,241,60,796.0,29.0,158.0,47.0,-18.0,57.0,75.0,2.0,74.0,74.0,76.0,-3.0,0.0,2.0,2.0,1.0,Withdrawn,60,1,
FFF,2014B,36347,241,60,489.0,41.0,140.0,36.0,-18.0,60.0,78.0,2.0,75.0,75.0,84.0,-0.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,39882,241,60,554.0,17.0,142.0,52.0,-5.0,55.0,60.0,2.0,86.0,86.0,90.0,-1.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,41489,241,60,53.0,6.0,28.0,14.0,-11.0,24.0,35.0,,,,,,,,2.0,0.0,Fail,60,1,
FFF,2014B,42746,241,60,2851.0,66.0,687.0,127.0,-18.0,60.0,78.0,2.0,95.0,95.0,96.0,-2.0,0.0,2.0,2.0,1.0,Distinction,60,0,
FFF,2014B,46148,241,60,937.0,34.0,232.0,69.0,2.0,60.0,58.0,2.0,80.0,80.0,84.0,-0.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,48635,241,60,1259.0,54.0,327.0,85.0,-15.0,60.0,75.0,2.0,81.0,81.0,86.0,-0.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,53136,241,60,716.0,23.0,180.0,42.0,-1.0,60.0,61.0,2.0,77.0,77.0,84.0,-2.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,53709,241,60,6.0,1.0,5.0,5.0,9.0,9.0,0.0,2.0,84.0,84.0,86.0,-39.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,54867,241,60,604.0,18.0,167.0,52.0,-15.0,30.0,45.0,1.0,74.0,74.0,74.0,-1.0,0.0,1.0,2.0,0.5,Fail,60,1,
FFF,2014B,58221,241,60,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,63958,241,60,110.0,9.0,54.0,24.0,-18.0,45.0,63.0,,,,,,,,2.0,0.0,Fail,60,1,
FFF,2014B,67986,241,60,660.0,32.0,213.0,53.0,-18.0,51.0,69.0,1.0,72.0,72.0,72.0,-1.0,0.0,1.0,2.0,0.5,Withdrawn,60,1,
FFF,2014B,72114,241,60,1659.0,39.0,382.0,81.0,-16.0,60.0,76.0,2.0,72.0,72.0,76.0,0.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,74521,241,60,230.0,11.0,80.0,38.0,-16.0,55.0,71.0,1.0,56.0,56.0,56.0,-1.0,0.0,1.0,2.0,0.5,Pass,60,0,
FFF,2014B,74524,241,60,96.0,7.0,48.0,26.0,10.0,58.0,48.0,1.0,86.0,86.0,86.0,15.0,1.0,1.0,2.0,0.5,Fail,60,1,
FFF,2014B,77845,241,60,212.0,11.0,83.0,31.0,-18.0,52.0,70.0,2.0,67.0,67.0,68.0,0.0,0.0,2.0,2.0,1.0,Fail,60,1,
FFF,2014B,77998,241,60,10.0,5.0,9.0,2.0,1.0,50.0,49.0,2.0,83.0,83.0,90.0,-39.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,79683,241,60,317.0,16.0,97.0,40.0,4.0,52.0,48.0,2.0,57.0,57.0,66.0,0.0,0.0,2.0,2.0,1.0,Withdrawn,60,1,
FFF,2014B,81216,241,60,13.0,1.0,7.0,6.0,-2.0,-2.0,0.0,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,82201,241,60,499.0,18.0,152.0,38.0,17.0,60.0,43.0,1.0,68.0,68.0,68.0,7.0,1.0,1.0,2.0,0.5,Withdrawn,60,1,
FFF,2014B,83603,241,60,862.0,45.0,248.0,72.0,-14.0,60.0,74.0,2.0,76.0,76.0,84.0,0.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,84299,241,60,284.0,34.0,144.0,35.0,-18.0,56.0,74.0,2.0,89.0,89.0,98.0,0.0,1.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,85874,241,60,1698.0,31.0,383.0,79.0,-16.0,54.0,70.0,2.0,79.0,79.0,80.0,-0.5,0.0,2.0,2.0,1.0,Withdrawn,60,1,
FFF,2014B,99670,241,60,1688.0,40.0,308.0,60.0,-18.0,57.0,75.0,2.0,93.0,93.0,94.0,-12.0,0.0,2.0,2.0,1.0,Fail,60,1,
FFF,2014B,101634,241,60,366.0,11.0,93.0,47.0,-12.0,52.0,64.0,2.0,84.0,84.0,92.0,-0.5,0.0,2.0,2.0,1.0,Fail,60,1,
FFF,2014B,104316,241,60,399.0,28.0,182.0,45.0,-12.0,58.0,70.0,2.0,90.0,90.0,98.0,0.0,0.0,2.0,2.0,1.0,Fail,60,1,
FFF,2014B,106747,241,60,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,108207,241,60,933.0,50.0,285.0,62.0,-18.0,60.0,78.0,2.0,72.0,72.0,96.0,-0.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,108822,241,60,2884.0,58.0,599.0,96.0,-18.0,60.0,78.0,2.0,97.0,97.0,100.0,-2.5,0.0,2.0,2.0,1.0,Distinction,60,0,
FFF,2014B,108949,241,60,426.0,27.0,130.0,42.0,-15.0,52.0,67.0,2.0,82.0,82.0,84.0,0.0,0.0,2.0,2.0,1.0,Withdrawn,60,1,
FFF,2014B,110529,241,60,2198.0,64.0,553.0,78.0,-13.0,60.0,73.0,2.0,57.0,57.0,72.0,-0.5,0.0,2.0,2.0,1.0,Withdrawn,60,1,
FFF,2014B,115875,241,60,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,116174,241,60,181.0,9.0,72.0,29.0,-18.0,9.0,27.0,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,116621,241,60,1758.0,59.0,445.0,73.0,-18.0,60.0,78.0,2.0,83.0,83.0,84.0,-1.0,0.0,2.0,2.0,1.0,Distinction,60,0,
FFF,2014B,117510,241,60,1459.0,58.0,415.0,83.0,-18.0,60.0,78.0,2.0,93.0,93.0,94.0,-4.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,117550,241,60,252.0,21.0,97.0,26.0,-17.0,35.0,52.0,,,,,,,,2.0,0.0,Fail,60,1,
FFF,2014B,124018,241,60,82.0,6.0,36.0,17.0,-18.0,3.0,21.0,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,128132,241,60,703.0,30.0,187.0,55.0,0.0,58.0,58.0,2.0,83.0,83.0,86.0,-1.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,128968,241,60,1018.0,39.0,265.0,64.0,-5.0,60.0,65.0,2.0,84.0,84.0,90.0,0.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,130992,241,60,452.0,19.0,125.0,33.0,-18.0,53.0,71.0,2.0,77.0,77.0,82.0,-2.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,131538,241,60,861.0,37.0,201.0,59.0,-18.0,60.0,78.0,2.0,92.0,92.0,94.0,-1.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,132157,241,60,637.0,42.0,221.0,53.0,-5.0,60.0,65.0,2.0,70.0,70.0,82.0,-2.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,132477,241,60,196.0,15.0,69.0,23.0,-18.0,50.0,68.0,2.0,72.0,72.0,74.0,-1.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,133104,241,60,354.0,33.0,132.0,29.0,-18.0,60.0,78.0,2.0,79.0,79.0,84.0,0.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,133322,241,60,814.0,32.0,240.0,56.0,-5.0,58.0,63.0,2.0,79.0,79.0,84.0,-1.5,0.0,2.0,2.0,1.0,Fail,60,1,
FFF,2014B,134847,241,60,58.0,3.0,13.0,7.0,9.0,52.0,43.0,2.0,75.0,75.0,88.0,-12.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,134851,241,60,1913.0,50.0,342.0,69.0,-17.0,60.0,77.0,2.0,69.0,69.0,88.0,1.0,1.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,136054,241,60,458.0,50.0,238.0,58.0,-18.0,60.0,78.0,2.0,75.0,75.0,82.0,-2.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,136944,241,60,285.0,17.0,85.0,33.0,-13.0,50.0,63.0,1.0,82.0,82.0,82.0,0.0,0.0,1.0,2.0,0.5,Withdrawn,60,1,
FFF,2014B,140108,241,60,61.0,5.0,25.0,16.0,-18.0,59.0,77.0,,,,,,,,2.0,0.0,Fail,60,1,
FFF,2014B,141430,241,60,1064.0,55.0,309.0,64.0,-18.0,60.0,78.0,2.0,77.0,77.0,78.0,-2.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,150121,241,60,865.0,30.0,175.0,60.0,-17.0,60.0,77.0,1.0,50.0,50.0,50.0,-1.0,0.0,1.0,2.0,0.5,Fail,60,1,
FFF,2014B,152626,241,60,1673.0,59.0,506.0,91.0,-18.0,59.0,77.0,2.0,62.0,62.0,78.0,-1.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,153611,241,60,1193.0,36.0,319.0,83.0,-18.0,59.0,77.0,2.0,82.0,82.0,82.0,-1.0,0.0,2.0,2.0,1.0,Fail,60,1,
FFF,2014B,155158,241,60,633.0,18.0,168.0,61.0,6.0,58.0,52.0,2.0,69.0,69.0,78.0,-2.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,156788,241,60,21.0,2.0,9.0,6.0,7.0,19.0,12.0,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,160262,241,60,308.0,14.0,86.0,35.0,-8.0,20.0,28.0,,,,,,,,2.0,0.0,Fail,60,1,
FFF,2014B,160472,241,60,751.0,31.0,223.0,57.0,-16.0,58.0,74.0,2.0,81.0,81.0,88.0,-2.0,0.0,2.0,2.0,1.0,Fail,60,1,
FFF,2014B,163332,241,60,358.0,16.0,129.0,44.0,-17.0,52.0,69.0,2.0,51.0,51.0,64.0,0.5,1.0,2.0,2.0,1.0,Fail,60,1,
FFF,2014B,163962,241,60,19.0,4.0,10.0,4.0,4.0,24.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,Withdrawn,60,1,
FFF,2014B,167106,241,60,244.0,26.0,127.0,36.0,-17.0,59.0,76.0,2.0,53.0,53.0,56.0,3.5,1.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,174155,241,60,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,178179,241,60,426.0,26.0,185.0,75.0,-10.0,60.0,70.0,2.0,78.0,78.0,92.0,0.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,179081,241,60,1199.0,33.0,237.0,55.0,-5.0,51.0,56.0,2.0,56.0,56.0,68.0,-1.0,0.0,2.0,2.0,1.0,Fail,60,1,
FFF,2014B,181719,241,60,700.0,19.0,183.0,73.0,-17.0,39.0,56.0,1.0,76.0,76.0,76.0,-1.0,0.0,1.0,2.0,0.5,Withdrawn,60,1,
FFF,2014B,183429,241,60,561.0,16.0,151.0,59.0,0.0,52.0,52.0,2.0,74.0,74.0,78.0,0.0,0.0,2.0,2.0,1.0,Fail,60,1,
FFF,2014B,190418,241,60,2629.0,52.0,431.0,98.0,-5.0,60.0,65.0,2.0,86.0,86.0,90.0,-1.5,0.0,2.0,2.0,1.0,Distinction,60,0,
FFF,2014B,190829,241,60,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,190930,241,60,398.0,21.0,125.0,49.0,-11.0,58.0,69.0,2.0,78.0,78.0,78.0,0.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,191590,241,60,680.0,21.0,165.0,48.0,-3.0,59.0,62.0,2.0,81.0,81.0,82.0,-1.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,193803,241,60,211.0,8.0,72.0,24.0,-18.0,10.0,28.0,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,195515,241,60,243.0,14.0,92.0,38.0,-15.0,55.0,70.0,2.0,89.0,89.0,98.0,-2.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,195552,241,60,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,197097,241,60,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,197538,241,60,217.0,17.0,90.0,22.0,7.0,58.0,51.0,2.0,76.0,76.0,86.0,0.0,0.0,2.0,2.0,1.0,Withdrawn,60,1,
FFF,2014B,203568,241,60,1308.0,32.0,295.0,63.0,-17.0,60.0,77.0,2.0,74.0,74.0,82.0,-1.5,0.0,2.0,2.0,1.0,Fail,60,1,
FFF,2014B,227297,241,60,1293.0,50.0,418.0,85.0,-18.0,57.0,75.0,2.0,70.0,70.0,76.0,-2.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,228138,241,60,603.0,36.0,218.0,44.0,-18.0,54.0,72.0,2.0,85.0,85.0,86.0,-1.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,228258,241,60,470.0,14.0,141.0,51.0,-14.0,51.0,65.0,2.0,73.0,73.0,78.0,-1.0,0.0,2.0,2.0,1.0,Fail,60,1,
FFF,2014B,228729,241,60,3493.0,52.0,574.0,91.0,-18.0,60.0,78.0,2.0,82.0,82.0,82.0,-1.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,232286,241,60,1768.0,57.0,438.0,78.0,-18.0,60.0,78.0,2.0,72.0,72.0,76.0,-5.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,234796,241,60,608.0,28.0,184.0,45.0,-17.0,60.0,77.0,2.0,77.0,77.0,82.0,-1.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,237182,241,60,340.0,10.0,93.0,33.0,-17.0,51.0,68.0,2.0,77.0,77.0,80.0,-1.0,0.0,2.0,2.0,1.0,Fail,60,1,
FFF,2014B,237370,241,60,315.0,3.0,23.0,14.0,8.0,60.0,52.0,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,239345,241,60,1273.0,51.0,367.0,74.0,-17.0,59.0,76.0,2.0,91.0,91.0,92.0,-1.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,242254,241,60,254.0,10.0,71.0,32.0,-17.0,57.0,74.0,2.0,59.0,59.0,76.0,2.5,1.0,2.0,2.0,1.0,Fail,60,1,
FFF,2014B,242998,241,60,781.0,40.0,227.0,57.0,-15.0,59.0,74.0,2.0,93.0,93.0,98.0,-3.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,244961,241,60,1195.0,51.0,391.0,86.0,-18.0,60.0,78.0,2.0,95.0,95.0,96.0,-0.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,247714,241,60,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,247940,241,60,75.0,3.0,26.0,21.0,3.0,50.0,47.0,,,,,,,,2.0,0.0,Fail,60,1,
FFF,2014B,251375,241,60,1760.0,45.0,373.0,85.0,-18.0,60.0,78.0,2.0,81.0,81.0,82.0,-1.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,255878,241,60,507.0,27.0,142.0,45.0,-12.0,60.0,72.0,2.0,92.0,92.0,98.0,-1.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,256740,241,60,1256.0,50.0,412.0,92.0,-18.0,59.0,77.0,2.0,82.0,82.0,84.0,-3.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,257104,241,60,1446.0,36.0,338.0,79.0,-18.0,60.0,78.0,2.0,73.0,73.0,82.0,-3.0,0.0,2.0,2.0,1.0,Withdrawn,60,1,
FFF,2014B,258737,241,60,438.0,16.0,100.0,36.0,-15.0,59.0,74.0,2.0,73.0,73.0,76.0,-7.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,260062,241,60,296.0,9.0,83.0,30.0,12.0,53.0,41.0,2.0,80.0,80.0,84.0,0.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,261265,241,60,368.0,18.0,125.0,39.0,-2.0,52.0,54.0,2.0,67.0,67.0,74.0,0.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,264298,241,60,507.0,21.0,153.0,39.0,0.0,60.0,60.0,2.0,75.0,75.0,88.0,-1.5,0.0,2.0,2.0,1.0,Withdrawn,60,1,
FFF,2014B,266536,241,60,1013.0,45.0,297.0,75.0,-18.0,55.0,73.0,2.0,92.0,92.0,94.0,-2.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,268649,241,60,1005.0,43.0,243.0,62.0,-18.0,58.0,76.0,2.0,88.0,88.0,92.0,0.0,0.0,2.0,2.0,1.0,Withdrawn,60,1,
FFF,2014B,268845,241,60,1034.0,49.0,271.0,46.0,-4.0,60.0,64.0,2.0,63.0,63.0,64.0,-1.0,0.0,2.0,2.0,1.0,Withdrawn,60,1,
FFF,2014B,269730,241,60,1428.0,55.0,382.0,47.0,-11.0,60.0,71.0,2.0,88.0,88.0,88.0,-1.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,271702,241,60,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,272701,241,60,25.0,6.0,13.0,6.0,-18.0,33.0,51.0,,,,,,,,2.0,0.0,Fail,60,1,
FFF,2014B,276265,241,60,2888.0,55.0,551.0,81.0,-18.0,60.0,78.0,2.0,80.0,80.0,82.0,0.0,0.0,2.0,2.0,1.0,Withdrawn,60,1,
FFF,2014B,277577,241,60,2055.0,62.0,490.0,91.0,-16.0,60.0,76.0,2.0,73.0,73.0,76.0,-6.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,278155,241,60,2398.0,73.0,475.0,71.0,-18.0,60.0,78.0,2.0,82.0,82.0,84.0,-4.0,0.0,2.0,2.0,1.0,Distinction,60,0,
FFF,2014B,279755,241,60,689.0,34.0,182.0,43.0,-18.0,57.0,75.0,2.0,92.0,92.0,94.0,-1.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,282806,241,60,604.0,15.0,124.0,43.0,3.0,58.0,55.0,2.0,51.0,51.0,58.0,-0.5,0.0,2.0,2.0,1.0,Fail,60,1,
FFF,2014B,286484,241,60,131.0,9.0,80.0,28.0,-17.0,58.0,75.0,2.0,68.0,68.0,72.0,-0.5,0.0,2.0,2.0,1.0,Withdrawn,60,1,
FFF,2014B,289180,241,60,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,293454,241,60,349.0,24.0,140.0,40.0,-3.0,56.0,59.0,2.0,84.0,84.0,90.0,0.0,0.0,2.0,2.0,1.0,Fail,60,1,
FFF,2014B,295741,241,60,615.0,36.0,221.0,42.0,-17.0,58.0,75.0,2.0,80.0,80.0,82.0,-1.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,296904,241,60,882.0,19.0,144.0,55.0,-9.0,59.0,68.0,2.0,75.0,75.0,76.0,-2.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,297014,241,60,954.0,31.0,244.0,57.0,-6.0,56.0,62.0,2.0,67.0,67.0,72.0,-4.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,301128,241,60,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,302363,241,60,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,304500,241,60,139.0,7.0,41.0,24.0,-13.0,23.0,36.0,,,,,,,,2.0,0.0,Fail,60,1,
FFF,2014B,305876,241,60,581.0,28.0,152.0,56.0,-18.0,59.0,77.0,2.0,69.0,69.0,78.0,0.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,305918,241,60,826.0,37.0,217.0,56.0,-18.0,55.0,73.0,2.0,79.0,79.0,90.0,-1.0,0.0,2.0,2.0,1.0,Fail,60,1,
FFF,2014B,313243,241,60,950.0,30.0,228.0,61.0,-6.0,54.0,60.0,2.0,84.0,84.0,90.0,-2.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,313756,241,60,568.0,15.0,150.0,48.0,-6.0,59.0,65.0,2.0,97.0,97.0,98.0,0.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,315025,241,60,1332.0,52.0,334.0,75.0,-18.0,60.0,78.0,2.0,81.0,81.0,90.0,0.0,1.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,315850,241,60,1685.0,46.0,501.0,88.0,-16.0,60.0,76.0,2.0,75.0,75.0,78.0,-1.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,316327,241,60,446.0,23.0,145.0,46.0,-18.0,53.0,71.0,1.0,76.0,76.0,76.0,0.0,0.0,1.0,2.0,0.5,Fail,60,1,
FFF,2014B,316772,241,60,124.0,8.0,42.0,19.0,-9.0,51.0,60.0,2.0,64.0,64.0,76.0,-0.5,0.0,2.0,2.0,1.0,Withdrawn,60,1,
FFF,2014B,317394,241,60,934.0,40.0,248.0,61.0,-7.0,60.0,67.0,2.0,88.0,88.0,94.0,-1.0,0.0,2.0,2.0,1.0,Distinction,60,0,
FFF,2014B,318068,241,60,1703.0,51.0,398.0,83.0,-18.0,60.0,78.0,2.0,83.0,83.0,90.0,-1.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,319042,241,60,1043.0,47.0,258.0,40.0,-18.0,58.0,76.0,2.0,78.0,78.0,82.0,-2.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,321096,241,60,775.0,39.0,253.0,71.0,-10.0,59.0,69.0,2.0,78.0,78.0,78.0,-1.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,323688,241,60,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,324948,241,60,356.0,15.0,97.0,31.0,-5.0,56.0,61.0,2.0,60.0,60.0,78.0,-1.5,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,325089,241,60,1126.0,46.0,367.0,66.0,-18.0,57.0,75.0,2.0,71.0,71.0,72.0,1.5,1.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,326995,241,60,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,327616,241,60,443.0,20.0,143.0,34.0,-10.0,54.0,64.0,2.0,77.0,77.0,78.0,-3.0,0.0,2.0,2.0,1.0,Pass,60,0,
FFF,2014B,328797,241,60,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,329895,241,60,378.0,8.0,79.0,39.0,-14.0,25.0,39.0,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,330669,241,60,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,331107,241,60,363.0,24.0,162.0,50.0,-12.0,52.0,64.0,2.0,54.0,54.0,84.0,0.0,0.0,2.0,2.0,1.0,Fail,60,1,
FFF,2014B,332237,241,60,495.0,16.0,148.0,58.0,-17.0,57.0,74.0,2.0,76.0,76.0,80.0,0.0,0.0,2.0,2.0,1.0,Withdrawn,60,1,
FFF,2014B,334224,241,60,185.0,26.0,96.0,23.0,-12.0,60.0,72.0,1.0,68.0,68.0,68.0,0.0,0.0,1.0,2.0,0.5,Withdrawn,60,1,
FFF,2014B,335996,241,60,,,,,,,,,,,,,,,2.0,0.0,Withdrawn,60,1,
FFF,2014B,336163,241,60,821.0,30.0,241.0,55.0,0.0,54.0,54.0,1.0,66.0,66.0,66.0,-2.0,0.0,1.0,2.0,0.5,Fail,60,1,
FFF,2014B,337615,241,60,150.0,13.0,67.0,26.0,-18.0,51.0,69.0,2.0,79.0,79.0,90.0,-0.5,0.0,2.0,2.0,1.0,Fail,60,1,
